v_cert_id,p_nric,v_date,e_nric
479,G9452305U,2021-04-29T00:00-06:00,S4927537D
480,T6329975D,2021-03-09T00:00-06:00,S3265335I
481,F4653238N,2021-06-28T00:00-06:00,F2504293W
482,S1906180I,2021-08-24T00:00-06:00,G9827920U
483,S6553370G,2021-03-18T00:00-06:00,T7626462C
484,T7478811J,2021-05-30T00:00-06:00,S0356414B
485,T3071494B,2021-07-16T00:00-06:00,G8779175R
486,S5566962G,2021-12-22T00:00-06:00,T9767734J
487,G3373332T,2021-12-07T00:00-06:00,T2589344H
488,F9622719K,2021-08-18T00:00-06:00,F7525683M
489,T0261074J,2021-05-09T00:00-06:00,G3469048R
490,G3443256U,2021-02-05T00:00-06:00,S3364118D
491,G7186083W,2021-02-07T00:00-06:00,T2953628C
492,T9528649B,2021-01-16T00:00-06:00,T6537697G
493,T1086942G,2021-10-31T00:00-06:00,T2589344H
494,G9083682Q,2021-02-18T00:00-06:00,T1250075G
495,S8876628H,2021-08-12T00:00-06:00,S7058080B
496,F0686867M,2021-09-17T00:00-06:00,G6315391K
497,F0117815Q,2021-06-19T00:00-06:00,G0368734T
498,T8095868J,2021-06-29T00:00-06:00,S7414048C
499,G8416161L,2021-08-26T00:00-06:00,G5802896M
500,F0108500W,2021-01-01T00:00-06:00,F1896935K
501,G2599096Q,2021-11-30T00:00-06:00,F2624537X
502,S4375155G,2021-04-09T00:00-06:00,G7896240U
503,S8054357C,2021-07-17T00:00-06:00,G7392609U
504,T4793129G,2021-09-09T00:00-06:00,S2092527B
505,T5390875B,2021-10-27T00:00-06:00,F5567364X
506,T0115353B,2021-05-30T00:00-06:00,G0706206R
507,G0434900N,2021-09-11T00:00-06:00,T7452094J
508,S7892041F,2021-12-29T00:00-06:00,G4746730L
509,G8955212K,2021-06-29T00:00-06:00,S2085770F
510,T1154443B,2021-04-10T00:00-06:00,S1705518F
511,F1120517T,2021-11-23T00:00-06:00,G6619100T
512,S4317371E,2021-06-20T00:00-06:00,G2833316T
513,T9063764E,2021-01-31T00:00-06:00,F5044387Q
514,G6729663Q,2021-12-27T00:00-06:00,F2652267Q
515,G8552546N,2021-06-28T00:00-06:00,G7217844R
516,S1345244Z,2021-11-16T00:00-06:00,F5351361K
517,S0896926D,2021-11-07T00:00-06:00,T7631313F
518,T5564966E,2021-12-29T00:00-06:00,F8927955X
519,F8927955X,2021-07-27T00:00-06:00,S0409890J
520,G3628338L,2021-08-19T00:00-06:00,G3443256U
521,S3083306F,2021-01-07T00:00-06:00,F8927955X
522,T4004654I,2021-01-03T00:00-06:00,T5413193Z
523,T5413193Z,2021-08-22T00:00-06:00,T9832954J
524,F4738845R,2021-02-28T00:00-06:00,G4746730L
525,T8947336A,2021-01-01T00:00-06:00,T6508258B
526,G5429221Q,2021-02-10T00:00-06:00,G1140308K
527,F2547451K,2021-03-17T00:00-06:00,F9964785W
528,G8331825U,2021-05-03T00:00-06:00,F0608986X
529,G0132723U,2021-08-22T00:00-06:00,F5567364X
530,F9768524W,2021-02-31T00:00-06:00,S0409890J
531,S9213095I,2021-04-12T00:00-06:00,S7880394J
532,S0409890J,2021-09-18T00:00-06:00,F5564875K
533,S0335916F,2021-03-04T00:00-06:00,S4927537D
534,G8502410N,2021-10-01T00:00-06:00,F1649274N
535,T2018224A,2021-06-11T00:00-06:00,S0896926D
536,T8946894E,2021-09-14T00:00-06:00,T1432664I
537,F0364826P,2021-06-28T00:00-06:00,T7791856B
538,S1180420I,2021-09-02T00:00-06:00,S1598313B
539,G6619100T,2021-11-16T00:00-06:00,F9622719K
540,S4420637D,2021-08-21T00:00-06:00,G3516174R
541,G3923759N,2021-03-11T00:00-06:00,G2254561U
542,F3352768M,2021-10-25T00:00-06:00,T7466629E
543,G2254561U,2021-05-20T00:00-06:00,F2652267Q
544,F9829205P,2021-07-30T00:00-06:00,S6518511C
545,S7324186C,2021-09-03T00:00-06:00,S8054357C
546,S7880394J,2021-10-06T00:00-06:00,F0230858N
547,S3294959B,2021-07-22T00:00-06:00,F2646744Q
548,F7356014N,2021-09-29T00:00-06:00,S1548585Z
549,T0048250H,2021-01-11T00:00-06:00,T3800949J
550,S3752868D,2021-11-26T00:00-06:00,F9622719K
551,S6524191I,2021-08-09T00:00-06:00,T1432664I
552,S6810480G,2021-11-02T00:00-06:00,G6357287Q
553,T4216673H,2021-09-06T00:00-06:00,G8502410N
554,T2589344H,2021-06-22T00:00-06:00,T3634815H
555,G5046085T,2021-05-13T00:00-06:00,T3107067D
556,F0206290U,2021-02-09T00:00-06:00,T2342768G
557,T1432664I,2021-02-02T00:00-06:00,G4089595M
558,T9832954J,2021-11-08T00:00-06:00,T6893162I
559,F6084973X,2021-07-18T00:00-06:00,F2652267Q
560,T6893162I,2021-08-09T00:00-06:00,S2449465I
561,S1449094I,2021-04-06T00:00-06:00,S0863007J
562,T5748511B,2021-05-13T00:00-06:00,S0433098F
563,G1043051N,2021-01-02T00:00-06:00,G3804029X
564,F7138303L,2021-03-25T00:00-06:00,F6174329N
565,S5783713F,2021-11-06T00:00-06:00,F8927955X
566,S0122796C,2021-12-15T00:00-06:00,S3265335I
567,G9827920U,2021-04-11T00:00-06:00,T8989701C
568,G6888856K,2021-11-18T00:00-06:00,F9778782N
569,T0241642A,2021-01-30T00:00-06:00,F7138303L
570,G7217844R,2021-03-25T00:00-06:00,F0364826P
571,T8575203G,2021-12-21T00:00-06:00,F5195114W
572,G7062327M,2021-10-22T00:00-06:00,G1739050W
573,T2854079A,2021-05-09T00:00-06:00,F6938913U
574,S0257771B,2021-02-20T00:00-06:00,G8175198L
575,S7058080B,2021-05-26T00:00-06:00,G9452305U
576,F2646744Q,2021-10-13T00:00-06:00,S1345244Z
577,T1250075G,2021-11-06T00:00-06:00,S6524191I
578,G1115971R,2021-04-17T00:00-06:00,T4205889G
579,G3216504X,2021-10-22T00:00-06:00,G5802896M
580,S7414048C,2021-04-30T00:00-06:00,G5544613Q
581,T8989701C,2021-03-18T00:00-06:00,T1124524I
582,S3974583F,2021-11-12T00:00-06:00,G9101575M
583,T3634815H,2021-12-30T00:00-06:00,F5195114W
584,T3084069G,2021-03-06T00:00-06:00,T4870464B
585,T1003053B,2021-12-27T00:00-06:00,T9000792G
586,T4411351H,2021-09-10T00:00-06:00,S7632375E
587,T4870464B,2021-04-06T00:00-06:00,S0409890J
588,G5797205Q,2021-11-06T00:00-06:00,G4590126U
589,S0112513C,2021-02-28T00:00-06:00,F6818479R
590,F3679987X,2021-09-22T00:00-06:00,G0132723U
591,G5802896M,2021-06-15T00:00-06:00,S7324186C
592,S7632375E,2021-03-24T00:00-06:00,G0706206R
593,G2086964Q,2021-04-15T00:00-06:00,G3216504X
594,S1598313B,2021-07-20T00:00-06:00,F7356014N
595,F2855743N,2021-04-07T00:00-06:00,F6938913U
596,S1705518F,2021-08-23T00:00-06:00,S8054357C
597,F5564875K,2021-05-14T00:00-06:00,G6821178L
598,S2085770F,2021-12-08T00:00-06:00,F0971468P
599,F0962010U,2021-12-30T00:00-06:00,S6810480G
600,F0230858N,2021-12-13T00:00-06:00,S2085770F
601,S7994218I,2021-09-04T00:00-06:00,S3974583F
602,F6174329N,2021-04-15T00:00-06:00,S3294959B
603,F2842025X,2021-12-03T00:00-06:00,G4275682U
604,T7481482J,2021-11-24T00:00-06:00,T8176468E
605,S3364118D,2021-05-08T00:00-06:00,S0409890J
606,F5351361K,2021-06-11T00:00-06:00,S7058080B
607,S8610612D,2021-04-22T00:00-06:00,T2342768G
608,G6315391K,2021-06-30T00:00-06:00,F0364826P
609,F8734092U,2021-02-14T00:00-06:00,F8734092U
610,F9479278U,2021-03-08T00:00-06:00,G8639080P
611,F6938913U,2021-12-31T00:00-06:00,G8175198L
612,G6357287Q,2021-06-26T00:00-06:00,F6818479R
613,G5708128M,2021-09-17T00:00-06:00,S6524191I
614,F3078257R,2021-12-05T00:00-06:00,F2504293W
615,T8176468E,2021-09-23T00:00-06:00,G8044108N
616,T6280916C,2021-03-22T00:00-06:00,G8331825U
617,T3315630D,2021-09-16T00:00-06:00,F0209565M
618,G4786376M,2021-07-10T00:00-06:00,S1583361J
619,G5417797L,2021-04-29T00:00-06:00,F5567364X
620,F9750533X,2021-02-16T00:00-06:00,F0962010U
621,T7730421A,2021-02-23T00:00-06:00,S3273884B
622,F9764541T,2021-09-12T00:00-06:00,T3634815H
623,S4927537D,2021-11-28T00:00-06:00,S8674216J
624,G6821178L,2021-07-24T00:00-06:00,T2018224A
625,S3477117J,2021-09-28T00:00-06:00,G3923759N
626,G8720997R,2021-12-13T00:00-06:00,G8416161L
627,T5712006H,2021-10-02T00:00-06:00,F7138303L
628,G0706206R,2021-02-16T00:00-06:00,F2630918L
629,T8802331A,2021-05-08T00:00-06:00,G6405968N
630,F1740717K,2021-05-29T00:00-06:00,F2624537X
631,G0606485Q,2021-01-06T00:00-06:00,S6518511C
632,T5411870D,2021-04-18T00:00-06:00,T6998990F
633,T9213050E,2021-03-22T00:00-06:00,T9902624Z
634,T6537697G,2021-09-10T00:00-06:00,G8720997R
635,T3351505C,2021-09-10T00:00-06:00,T3084069G
636,S6518511C,2021-02-26T00:00-06:00,T0241642A
637,T7466629E,2021-01-04T00:00-06:00,T8575203G
638,F6815266Q,2021-10-18T00:00-06:00,S0896926D
639,S8967593F,2021-12-07T00:00-06:00,G9452305U
640,S9518610F,2021-01-17T00:00-06:00,F9750533X
641,T4865793H,2021-04-15T00:00-06:00,T0241642A
642,F3702569X,2021-08-04T00:00-06:00,T0115353B
643,G3469048R,2021-10-24T00:00-06:00,F8770001K
644,F4185070K,2021-02-04T00:00-06:00,T1003053B
645,G7672643X,2021-03-02T00:00-06:00,S7414048C
646,T9767734J,2021-07-14T00:00-06:00,S3477117J
647,F1082033L,2021-03-07T00:00-06:00,T8095868J
648,T6055250E,2021-04-05T00:00-06:00,G3469048R
649,S2328331Z,2021-02-07T00:00-06:00,G3804029X
650,G8175198L,2021-07-10T00:00-06:00,T8575203G
651,F2624537X,2021-06-25T00:00-06:00,T6280916C
652,G3577200L,2021-08-14T00:00-06:00,G5797205Q
653,F3346919P,2021-12-28T00:00-06:00,G7407807P
654,T3338579F,2021-02-17T00:00-06:00,G0181515L
655,G7407807P,2021-10-16T00:00-06:00,F8986318W
656,S3758462B,2021-02-30T00:00-06:00,S1449094I
657,T9226308D,2021-12-17T00:00-06:00,S1333381E
658,S0863007J,2021-08-22T00:00-06:00,T9648016J
659,F2177749T,2021-06-03T00:00-06:00,F3679987X
660,G1739050W,2021-04-31T00:00-06:00,S3957204D
661,F6818479R,2021-10-22T00:00-06:00,G8782336P
662,G0181515L,2021-06-05T00:00-06:00,F9768524W
663,G3608436M,2021-06-08T00:00-06:00,G8779175R
664,T7672150A,2021-03-26T00:00-06:00,G5245597P
665,F8437303Q,2021-07-12T00:00-06:00,F0108500W
666,F7929941M,2021-11-20T00:00-06:00,T5413193Z
667,F0502982K,2021-04-30T00:00-06:00,S4375155G
668,F7059003N,2021-03-09T00:00-06:00,F3702569X
669,S2097439G,2021-03-28T00:00-06:00,T6211678H
670,G3525394M,2021-11-06T00:00-06:00,T7401463H
671,S8560037J,2021-04-08T00:00-06:00,T9552714G
672,S2104941G,2021-03-13T00:00-06:00,S7880394J
673,T8496507Z,2021-06-05T00:00-06:00,F8927955X
674,S2550708H,2021-10-08T00:00-06:00,G0606485Q
675,G1725936P,2021-01-15T00:00-06:00,T3107067D
676,S4229436E,2021-11-18T00:00-06:00,T2589344H
677,T9562007D,2021-07-27T00:00-06:00,G6357287Q
678,T7224580B,2021-07-10T00:00-06:00,G8331825U
679,S0827410Z,2021-12-25T00:00-06:00,F1084858W
680,G7495394N,2021-07-31T00:00-06:00,G4746730L
681,G9224957W,2021-06-16T00:00-06:00,S0257771B
682,T8586332G,2021-09-14T00:00-06:00,S8841747Z
683,T9135788C,2021-06-01T00:00-06:00,F3702569X
684,G5095482Q,2021-07-01T00:00-06:00,T4372543I
685,F9819803L,2021-02-04T00:00-06:00,T2854079A
686,F2939161X,2021-11-04T00:00-06:00,S3800081J
687,T4508464C,2021-04-05T00:00-06:00,F9479278U
688,G9200295R,2021-12-05T00:00-06:00,S4602344G
689,G8187993T,2021-01-23T00:00-06:00,T6280916C
690,F6098090W,2021-10-21T00:00-06:00,G4684438L
691,G3742638K,2021-06-16T00:00-06:00,S9213095I
692,T1501418G,2021-09-16T00:00-06:00,F6956976P
693,G9500037T,2021-09-25T00:00-06:00,F0608986X
694,T3507608A,2021-06-11T00:00-06:00,G0568145L
695,T0138502F,2021-05-18T00:00-06:00,G0434900N
696,F3595021N,2021-04-08T00:00-06:00,T0048250H
697,F7008190M,2021-08-26T00:00-06:00,F6917675P
698,S1137426C,2021-11-02T00:00-06:00,T6537697G
699,G7666157Q,2021-07-06T00:00-06:00,S7058080B
700,G5463035U,2021-08-24T00:00-06:00,T3695407D
701,G5443076R,2021-03-01T00:00-06:00,G3804029X
702,S3657716I,2021-05-05T00:00-06:00,T9213050E
703,S4156584E,2021-03-11T00:00-06:00,G4089595M
704,S1932412E,2021-07-16T00:00-06:00,T5411870D
705,S5060508F,2021-03-11T00:00-06:00,T6329975D
706,F2829119K,2021-02-03T00:00-06:00,S4317371E
707,S9072960H,2021-02-09T00:00-06:00,F8976348R
708,F4395704W,2021-05-30T00:00-06:00,T3084069G
709,T4711897I,2021-09-22T00:00-06:00,S0433098F
710,S4220260F,2021-11-29T00:00-06:00,G0606485Q
711,S8515233E,2021-02-22T00:00-06:00,T3107067D
712,F2263346P,2021-09-06T00:00-06:00,G8175198L
713,S7047131J,2021-03-01T00:00-06:00,T4865793H
714,G0116701X,2021-01-24T00:00-06:00,G6263074X
715,T6787490G,2021-09-10T00:00-06:00,G4590126U
716,S8410535Z,2021-05-15T00:00-06:00,F6956976P
717,G5494679T,2021-10-05T00:00-06:00,G5179916Q
718,S8119334G,2021-05-27T00:00-06:00,F6938913U
719,S1943453B,2021-07-22T00:00-06:00,T0115353B
720,G4587578X,2021-02-12T00:00-06:00,T3338579F
721,T7136921D,2021-11-21T00:00-06:00,G3387506T
722,G0273520U,2021-06-02T00:00-06:00,F4133456T
723,T2594427A,2021-11-31T00:00-06:00,G7217844R
724,S4969034G,2021-06-29T00:00-06:00,S3364118D
725,S2340700J,2021-06-28T00:00-06:00,F6815266Q
726,G5217105P,2021-02-12T00:00-06:00,S0356414B
727,G1435210X,2021-06-20T00:00-06:00,F0608986X
728,F1950148P,2021-06-04T00:00-06:00,G5245597P
729,F1745928R,2021-10-04T00:00-06:00,F5195114W
730,T0904037J,2021-12-16T00:00-06:00,T0261074J
731,T6320560A,2021-06-30T00:00-06:00,T3800949J
732,F0197451M,2021-04-20T00:00-06:00,S6810480G
733,F6904119K,2021-08-14T00:00-06:00,S0122796C
734,F3713985T,2021-09-12T00:00-06:00,S3364118D
735,F8788138P,2021-12-30T00:00-06:00,F4738845R
736,F3400490X,2021-03-31T00:00-06:00,G3469048R
737,G7841569Q,2021-03-23T00:00-06:00,G7392609U
738,S2623307J,2021-04-23T00:00-06:00,T1124524I
739,S5202389J,2021-08-02T00:00-06:00,F2630918L
740,F3836708X,2021-07-15T00:00-06:00,F5567364X
741,G5850980P,2021-05-29T00:00-06:00,G5544613Q
742,T7561360H,2021-12-04T00:00-06:00,S0112513C
743,T8611712B,2021-12-21T00:00-06:00,G1115971R
744,S8237957F,2021-10-16T00:00-06:00,F4185070K
745,G3248728P,2021-03-19T00:00-06:00,T2342768G
746,S6341588Z,2021-05-21T00:00-06:00,F6815266Q
747,G9879661X,2021-01-22T00:00-06:00,F8734092U
748,T8169479B,2021-02-07T00:00-06:00,T9528649B
749,S6737104F,2021-10-15T00:00-06:00,F1084858W
750,F9414785U,2021-08-15T00:00-06:00,S4602344G
751,G4601056L,2021-06-29T00:00-06:00,T0115353B
752,S1044271J,2021-06-29T00:00-06:00,S5783713F
753,S5746206Z,2021-01-01T00:00-06:00,T2342768G
754,S6112269I,2021-12-25T00:00-06:00,G1115971R
755,T0445621H,2021-10-31T00:00-06:00,F9964785W
756,G1900071R,2021-08-29T00:00-06:00,F2630918L
757,T6959194E,2021-12-31T00:00-06:00,G5797205Q
758,S8679092J,2021-04-20T00:00-06:00,T6211678H
759,T0220838A,2021-12-18T00:00-06:00,S0356414B
760,F3001312M,2021-03-22T00:00-06:00,G5802896M
761,T2484079J,2021-01-19T00:00-06:00,F3352768M
762,F2769694P,2021-11-13T00:00-06:00,F8110450Q
763,G9581887R,2021-03-13T00:00-06:00,F0364826P
764,G2567540T,2021-07-12T00:00-06:00,T2589344H
765,F9403420P,2021-07-11T00:00-06:00,T6280916C
766,S0546419F,2021-12-05T00:00-06:00,T9525968A
767,S0302824J,2021-09-19T00:00-06:00,T9063764E
768,S3695336E,2021-01-22T00:00-06:00,G9827920U
769,F3498041K,2021-02-09T00:00-06:00,F3532493M
770,S8423422B,2021-02-13T00:00-06:00,S3477117J
771,S5778971I,2021-07-17T00:00-06:00,T3739767E
772,G5933815W,2021-11-27T00:00-06:00,F8770001K
773,G7392831T,2021-11-17T00:00-06:00,G1115971R
774,G4758564W,2021-08-13T00:00-06:00,G1078344K
775,T2802441F,2021-01-02T00:00-06:00,F2393449M
776,T6414972A,2021-05-13T00:00-06:00,G7186083W
777,G6422024T,2021-12-31T00:00-06:00,S0896926D
778,S5591110Z,2021-11-01T00:00-06:00,G0132723U
779,F7839009M,2021-10-21T00:00-06:00,T7631313F
780,S3506413C,2021-10-19T00:00-06:00,G6919207L
781,S9782103H,2021-11-07T00:00-06:00,S4420637D
782,F4812109T,2021-12-12T00:00-06:00,F3352768M
783,T9183703F,2021-02-27T00:00-06:00,S8967593F
784,G3430619U,2021-07-04T00:00-06:00,S0356414B
785,S5650733G,2021-10-22T00:00-06:00,F2652267Q
786,F6956231X,2021-07-31T00:00-06:00,T4870464B
787,S3652152Z,2021-09-05T00:00-06:00,T9552714G
788,S1200731J,2021-01-15T00:00-06:00,G3628338L
789,G0925637M,2021-01-15T00:00-06:00,G7399432U
790,F9338851T,2021-04-18T00:00-06:00,S6524191I
791,S3272486H,2021-05-19T00:00-06:00,F1896935K
792,F3801810T,2021-11-19T00:00-06:00,T6508258B
793,T5885314Z,2021-07-15T00:00-06:00,S1998633J
794,F8685334P,2021-07-24T00:00-06:00,F9778782N
795,F1615705T,2021-03-07T00:00-06:00,F3304951W
796,G9965224T,2021-08-23T00:00-06:00,G6357287Q
797,T7873037J,2021-11-05T00:00-06:00,F8986318W
798,T6259376D,2021-09-22T00:00-06:00,F3352768M
799,T5550060B,2021-02-08T00:00-06:00,T4865793H
800,G5673182U,2021-03-04T00:00-06:00,T5712006H
801,S6397901E,2021-05-30T00:00-06:00,G5046085T
802,S4719955G,2021-12-23T00:00-06:00,S0112513C
803,T7030437B,2021-11-03T00:00-06:00,T5748511B
804,F5077862L,2021-09-18T00:00-06:00,S3800081J
805,S5239981E,2021-06-27T00:00-06:00,F6917675P
806,F5171198W,2021-08-09T00:00-06:00,G9718065U
807,T6708363B,2021-02-20T00:00-06:00,T9192434F
808,S4872415I,2021-04-07T00:00-06:00,T7730421A
809,F3479307R,2021-07-19T00:00-06:00,F5567364X
810,S0457571G,2021-09-14T00:00-06:00,T3615523F
811,S4172463C,2021-02-27T00:00-06:00,F8478107W
812,S5664937I,2021-04-04T00:00-06:00,T2589344H
813,S5423869Z,2021-12-21T00:00-06:00,F2504293W
814,F2292505U,2021-12-01T00:00-06:00,G3608436M
815,F4685800W,2021-06-06T00:00-06:00,G2874606M
816,G9399957L,2021-11-14T00:00-06:00,G1078344K
817,G0206171L,2021-12-23T00:00-06:00,G7672643X
818,G7898120U,2021-10-27T00:00-06:00,S4375155G
819,T9930567Z,2021-11-13T00:00-06:00,S1333381E
820,G7845138L,2021-01-21T00:00-06:00,T2953628C
821,F9507705Q,2021-08-04T00:00-06:00,G3577200L
822,S8521956A,2021-08-30T00:00-06:00,T7626462C
823,S5200307E,2021-12-04T00:00-06:00,T9767734J
824,G6157556T,2021-02-11T00:00-06:00,F6956976P
825,S7689550C,2021-06-29T00:00-06:00,T9648016J
826,G8506253R,2021-05-06T00:00-06:00,G4275682U
827,S2701098I,2021-09-20T00:00-06:00,G6315391K
828,S5129681H,2021-02-16T00:00-06:00,S4375155G
829,G1513637K,2021-07-14T00:00-06:00,F2652267Q
830,F7496394M,2021-05-16T00:00-06:00,F2504293W
831,F4356013K,2021-03-18T00:00-06:00,G1078344K
832,G1648606Q,2021-02-29T00:00-06:00,F9479278U
833,S1450827I,2021-05-25T00:00-06:00,S0112513C
834,S1274478A,2021-06-07T00:00-06:00,S0257771B
835,F8063368T,2021-01-21T00:00-06:00,S7324186C
836,F3290604N,2021-11-28T00:00-06:00,S2092527B
837,G3101810U,2021-03-17T00:00-06:00,T1003053B
838,S1090203G,2021-02-12T00:00-06:00,S0433098F
839,T2281346Z,2021-06-09T00:00-06:00,T2342768G
840,S9275892C,2021-02-18T00:00-06:00,T9832954J
841,G5918668Q,2021-12-27T00:00-06:00,G0132723U
842,G6377319R,2021-04-21T00:00-06:00,F0971468P
843,T2058947C,2021-07-27T00:00-06:00,F6815266Q
844,F4809962U,2021-06-23T00:00-06:00,T9832954J
845,T0825108D,2021-01-07T00:00-06:00,T3800949J
846,S1111723F,2021-12-09T00:00-06:00,T5221888D
847,T5206395C,2021-10-10T00:00-06:00,F1113931X
848,T2910021C,2021-06-27T00:00-06:00,T5413193Z
849,F7203776Q,2021-09-11T00:00-06:00,G0132723U
850,S0854566I,2021-04-25T00:00-06:00,G7392609U
851,F4070411Q,2021-04-26T00:00-06:00,T8575203G
852,T2864628Z,2021-07-27T00:00-06:00,T9552714G
853,T4714610G,2021-12-31T00:00-06:00,F6917675P
854,F1845285P,2021-03-11T00:00-06:00,F8976348R
855,S0202470E,2021-05-14T00:00-06:00,G3469048R
856,F2434584W,2021-10-05T00:00-06:00,G0044819U
857,G4130478U,2021-08-03T00:00-06:00,F6818479R
858,T9223851I,2021-08-31T00:00-06:00,S8841747Z
859,S9639334B,2021-04-27T00:00-06:00,S2449465I
860,G6569655Q,2021-06-12T00:00-06:00,S3294959B
861,S8304842E,2021-07-09T00:00-06:00,S3265335I
862,S0760881J,2021-08-24T00:00-06:00,F9750533X
863,F9527827L,2021-09-27T00:00-06:00,S7058080B
864,T3620660D,2021-12-13T00:00-06:00,F7356014N
865,S5286327I,2021-05-09T00:00-06:00,T8095868J
866,S1919652F,2021-09-14T00:00-06:00,G8782336P
867,T7356494D,2021-07-29T00:00-06:00,F3316054L
868,S2125236J,2021-06-26T00:00-06:00,G6149236X
869,G9612253K,2021-04-31T00:00-06:00,G3443256U
870,G3112053K,2021-12-13T00:00-06:00,G5417797L
871,T6650437E,2021-01-24T00:00-06:00,S4602344G
872,S7607787H,2021-11-29T00:00-06:00,S4773658G
873,F8203114Q,2021-02-28T00:00-06:00,G2874606M
874,T3761030A,2021-12-01T00:00-06:00,F5044387Q
875,G0010381R,2021-03-29T00:00-06:00,G3804029X
876,T5315103A,2021-02-13T00:00-06:00,F7356014N
877,T9079977G,2021-12-23T00:00-06:00,G0044819U
878,S7012518H,2021-02-14T00:00-06:00,G8337836R
879,F6847690U,2021-07-11T00:00-06:00,G5417797L
880,G6501102L,2021-08-07T00:00-06:00,S3800081J
881,S1047720D,2021-05-26T00:00-06:00,G3216504X
882,G3804292R,2021-02-09T00:00-06:00,T4205889G
883,T5915467I,2021-08-05T00:00-06:00,T0048250H
884,F2469290Q,2021-05-02T00:00-06:00,G1043051N
885,S7929339C,2021-01-20T00:00-06:00,F1113931X
886,F6396844R,2021-09-07T00:00-06:00,G4746730L
887,F0105826Q,2021-02-13T00:00-06:00,G0568145L
888,F0527042K,2021-03-13T00:00-06:00,S3265335I
889,T5358886C,2021-05-13T00:00-06:00,T7481482J
890,S2221826C,2021-03-16T00:00-06:00,S1906180I
891,G4038778T,2021-11-20T00:00-06:00,G4578095W
892,S3078175I,2021-01-01T00:00-06:00,T6004900E
893,F8936846N,2021-08-11T00:00-06:00,G0368734T
894,T2229524H,2021-11-09T00:00-06:00,T4411351H
895,G6656713W,2021-12-13T00:00-06:00,G9827920U
896,S6410721F,2021-12-05T00:00-06:00,T3634815H
897,G3238556M,2021-08-01T00:00-06:00,G8175198L
898,G8568324T,2021-01-11T00:00-06:00,G4275682U
899,G0089652M,2021-09-07T00:00-06:00,T3338579F
900,S2346695C,2021-11-05T00:00-06:00,G2864641R
901,S4959978A,2021-09-31T00:00-06:00,T1154443B
902,S6242544Z,2021-02-03T00:00-06:00,F1046915P
903,G2287892T,2021-12-09T00:00-06:00,F9128259M
904,S7327791D,2021-03-09T00:00-06:00,S0257771B
905,S3497014I,2021-06-28T00:00-06:00,F1961898Q
906,G6968299K,2021-07-20T00:00-06:00,S6624108D
907,G8571876U,2021-07-23T00:00-06:00,T9528649B
908,S5884809C,2021-07-05T00:00-06:00,S0257771B
909,F4901805M,2021-07-01T00:00-06:00,S8414965I
910,T7298278E,2021-05-01T00:00-06:00,F8478107W
911,G5296717T,2021-05-20T00:00-06:00,G8502410N
912,G9655716M,2021-10-16T00:00-06:00,S8054357C
913,G6487373W,2021-01-21T00:00-06:00,T1124524I
914,S1183069B,2021-02-17T00:00-06:00,G8720997R
915,T5121265C,2021-01-06T00:00-06:00,S0390013D
916,T9268762C,2021-02-29T00:00-06:00,G3469048R
917,S3877624Z,2021-07-21T00:00-06:00,G8044108N
918,G5593731T,2021-05-07T00:00-06:00,S0896926D
919,F5608082K,2021-05-08T00:00-06:00,F8478107W
920,S8489749C,2021-05-20T00:00-06:00,F3346919P
921,S8151669C,2021-09-02T00:00-06:00,G5429221Q
922,F0986649M,2021-09-31T00:00-06:00,G2388548X
923,G4562021U,2021-03-26T00:00-06:00,F1961898Q
924,S9925724E,2021-11-07T00:00-06:00,T7466629E
925,S9218223A,2021-11-25T00:00-06:00,G9718065U
926,S6455121C,2021-09-23T00:00-06:00,F0364826P
927,G0320471K,2021-12-26T00:00-06:00,F9622719K
928,G6034398K,2021-09-10T00:00-06:00,G6149236X
929,S3100083A,2021-07-17T00:00-06:00,F1071487R
930,T3468664A,2021-07-21T00:00-06:00,T3107067D
931,G3458731R,2021-05-17T00:00-06:00,F9479278U
932,T7134378I,2021-02-05T00:00-06:00,T9832954J
933,F6563339Q,2021-05-16T00:00-06:00,F0108500W
934,T0697049J,2021-01-21T00:00-06:00,F9764541T
935,T1660320H,2021-03-15T00:00-06:00,F2646744Q
936,S6917337C,2021-01-14T00:00-06:00,S1906180I
937,S8376398A,2021-08-27T00:00-06:00,G0044819U
938,F7375418Q,2021-09-10T00:00-06:00,S2092527B
939,F8445534L,2021-01-13T00:00-06:00,G8779175R
940,S8538166J,2021-10-19T00:00-06:00,G8337836R
941,G7389364Q,2021-06-20T00:00-06:00,T4793129G
942,T2716406J,2021-08-22T00:00-06:00,S3364118D
943,F1499985W,2021-04-04T00:00-06:00,G1115971R
944,F9460513W,2021-09-20T00:00-06:00,S7324186C
945,T8234828F,2021-04-22T00:00-06:00,G6357287Q
946,S2133630J,2021-06-25T00:00-06:00,G5708128M
947,G8610597M,2021-10-15T00:00-06:00,S3800081J
948,G0912955W,2021-04-26T00:00-06:00,T0048250H
949,S1765888C,2021-08-30T00:00-06:00,F3352768M
950,S7783807D,2021-06-20T00:00-06:00,G0368734T
951,G9317391R,2021-04-26T00:00-06:00,G8337836R
952,T2487689B,2021-10-11T00:00-06:00,G8552546N
953,T7035240G,2021-07-20T00:00-06:00,T9226308D
954,G7106743U,2021-06-24T00:00-06:00,G5394597Q
955,T3158436H,2021-07-05T00:00-06:00,T0048250H
956,F6492423X,2021-10-30T00:00-06:00,F9768524W
957,S7622002F,2021-12-03T00:00-06:00,G3713473U
