heathcareAlertId,e_nric,date,location_id,description
279,G6141348R,2021-17-05,954572,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
280,F9822253R,2021-17-05,563008,twentyseven new community COVID nineteen cases in Singapore 
281,S9172319J,2021-17-05,830736,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
282,G2586023W,2021-17-05,735952,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
283,F5273595P,2021-17-05,214662,twentyseven new community COVID nineteen cases in Singapore 
284,T9084665A,2021-17-05,329668,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
285,S4780773E,2021-17-05,154161,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
286,S0159164I,2021-17-05,805467,twentyseven new community COVID nineteen cases in Singapore 
287,S8042181H,2021-17-05,254989,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
288,T1310330A,2021-17-05,123040,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
289,F4572290L,2021-17-05,787631,twentyseven new community COVID nineteen cases in Singapore 
290,T5631144G,2021-17-05,853953,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
291,T7496406G,2021-17-05,669251,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
292,T6090421E,2021-17-05,356326,twentyseven new community COVID nineteen cases in Singapore 
293,T2533157A,2021-17-05,812704,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
294,S1536526I,2021-17-05,919944,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
295,T7519422B,2021-17-05,636833,twentyseven new community COVID nineteen cases in Singapore 
296,G2646397T,2021-17-05,117702,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
297,S9909115J,2021-17-05,723027,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
298,T3540024E,2021-17-05,928623,twentyseven new community COVID nineteen cases in Singapore 
299,S6896682E,2021-17-05,289062,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
300,T3147595Z,2021-17-05,721882,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
301,T0182369D,2021-17-05,931036,twentyseven new community COVID nineteen cases in Singapore 
302,F2880228P,2021-17-05,396700,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
303,F1661350U,2021-17-05,470563,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
304,T5719993D,2021-17-05,889773,twentyseven new community COVID nineteen cases in Singapore 
305,S3894959D,2021-17-05,124226,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
306,G7589026K,2021-17-05,662724,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
307,G8771373W,2021-17-05,703292,twentyseven new community COVID nineteen cases in Singapore 
308,G6404081U,2021-17-05,668626,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
309,T8125460A,2021-17-05,874818,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
310,S2177868J,2021-17-05,386124,twentyseven new community COVID nineteen cases in Singapore 
311,F9437809P,2021-17-05,354194,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
312,G6777527P,2021-17-05,234849,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
313,F2025683N,2021-17-05,495099,twentyseven new community COVID nineteen cases in Singapore 
314,S4296931A,2021-17-05,627417,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
315,G8078557M,2021-17-05,216569,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
316,F0328828P,2021-17-05,802087,twentyseven new community COVID nineteen cases in Singapore 
317,S7446775Z,2021-17-05,546745,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
318,T0067951D,2021-17-05,520796,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
319,F4959234P,2021-17-05,582558,twentyseven new community COVID nineteen cases in Singapore 
320,F4910069T,2021-17-05,947075,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
321,G2162442Q,2021-17-05,270659,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
322,T7043352J,2021-17-05,921341,twentyseven new community COVID nineteen cases in Singapore 
323,T6684704C,2021-17-05,673572,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
324,G1583490R,2021-17-05,299470,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
325,T7137525G,2021-17-05,646104,twentyseven new community COVID nineteen cases in Singapore 
326,S9634820G,2021-17-05,107202,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
327,G0164801U,2021-17-05,685272,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
328,G9586037R,2021-17-05,299826,twentyseven new community COVID nineteen cases in Singapore 
329,T4677994G,2021-17-05,734206,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
330,G2476911P,2021-17-05,464773,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
331,F1987070R,2021-17-05,368208,twentyseven new community COVID nineteen cases in Singapore 
332,S4482964I,2021-17-05,749274,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
333,G5245597P,2021-17-05,365776,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
334,G7399432U,2021-17-05,883792,twentyseven new community COVID nineteen cases in Singapore 
335,F7525683M,2021-17-05,332329,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
336,F8110450Q,2021-17-05,533225,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
337,T4372543I,2021-17-05,878870,twentyseven new community COVID nineteen cases in Singapore 
338,S3273884B,2021-17-05,929149,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
339,S4274799H,2021-17-05,775470,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
340,T2342768G,2021-17-05,624750,twentyseven new community COVID nineteen cases in Singapore 
341,G6263074X,2021-17-05,646955,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
342,G2864641R,2021-17-05,223752,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
343,F5585542X,2021-17-05,127774,twentyseven new community COVID nineteen cases in Singapore 
344,F0608986X,2021-17-05,929233,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
345,S3957204D,2021-17-05,464752,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
346,T2953628C,2021-17-05,881534,twentyseven new community COVID nineteen cases in Singapore 
347,S2092527B,2021-17-05,106178,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
348,T5221888D,2021-17-05,682996,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
349,F9341643X,2021-17-05,353283,twentyseven new community COVID nineteen cases in Singapore 
350,S4602344G,2021-17-05,974813,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
351,G1140308K,2021-17-05,179822,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
352,G9718065U,2021-17-05,163196,twentyseven new community COVID nineteen cases in Singapore 
353,T6998990F,2021-17-05,859547,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
354,T3695407D,2021-17-05,709313,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
355,T1636661C,2021-17-05,937732,twentyseven new community COVID nineteen cases in Singapore 
356,G4746730L,2021-17-05,859537,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
357,G1983786L,2021-17-05,687799,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
358,G0044819U,2021-17-05,276973,twentyseven new community COVID nineteen cases in Singapore 
359,S3410648G,2021-17-05,416449,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
360,S4773658G,2021-17-05,244341,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
361,S1333381E,2021-17-05,276020,twentyseven new community COVID nineteen cases in Singapore 
362,T3681100A,2021-17-05,103295,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
363,F2504293W,2021-17-05,386321,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
364,G3516174R,2021-17-05,143825,twentyseven new community COVID nineteen cases in Singapore 
365,G7392609U,2021-17-05,848324,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
366,G1078344K,2021-17-05,913550,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
367,G6919207L,2021-17-05,954319,twentyseven new community COVID nineteen cases in Singapore 
368,G4578095W,2021-17-05,814387,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
369,G0368734T,2021-17-05,731351,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
370,T7401463H,2021-17-05,277211,twentyseven new community COVID nineteen cases in Singapore 
371,F5567364X,2021-17-05,684758,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
372,G8779175R,2021-17-05,559861,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
373,T9902624Z,2021-17-05,326756,twentyseven new community COVID nineteen cases in Singapore 
374,T9000792G,2021-17-05,611026,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
375,T1436057Z,2021-17-05,730256,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
376,G8639080P,2021-17-05,578088,twentyseven new community COVID nineteen cases in Singapore 
377,F8770001K,2021-17-05,339777,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
378,F3532493M,2021-17-05,930672,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
379,T7952373E,2021-17-05,404607,twentyseven new community COVID nineteen cases in Singapore 
380,S6608953C,2021-17-05,816822,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
381,S9330586H,2021-17-05,946557,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
382,T7626462C,2021-17-05,259045,twentyseven new community COVID nineteen cases in Singapore 
383,G5544613Q,2021-17-05,501841,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
384,G7896240U,2021-17-05,869944,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
385,F9964785W,2021-17-05,967384,twentyseven new community COVID nineteen cases in Singapore 
386,F4014837W,2021-17-05,417766,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
387,F2405485M,2021-17-05,186882,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
388,G3387506T,2021-17-05,648906,twentyseven new community COVID nineteen cases in Singapore 
389,T7631313F,2021-17-05,375036,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
390,F0691928Q,2021-17-05,924078,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
391,S8841747Z,2021-17-05,830502,twentyseven new community COVID nineteen cases in Singapore 
392,T1721784J,2021-17-05,830818,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
393,G4089595M,2021-17-05,285488,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
394,T1124524I,2021-17-05,575073,twentyseven new community COVID nineteen cases in Singapore 
395,S1998633J,2021-17-05,877630,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
396,G8782336P,2021-17-05,240911,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
397,F1084858W,2021-17-05,114727,twentyseven new community COVID nineteen cases in Singapore 
398,T8091099H,2021-17-05,388545,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
399,T7452094J,2021-17-05,469694,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
400,S8414965I,2021-17-05,689422,twentyseven new community COVID nineteen cases in Singapore 
401,F7564373W,2021-17-05,689897,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
402,T6004900E,2021-17-05,997365,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
403,F9778782N,2021-17-05,132921,twentyseven new community COVID nineteen cases in Singapore 
404,T2526774A,2021-17-05,780620,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
405,G4715054Q,2021-17-05,731271,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
406,G8337836R,2021-17-05,976336,twentyseven new community COVID nineteen cases in Singapore 
407,G9101575M,2021-17-05,193176,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
408,G7898536X,2021-17-05,916564,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
409,G6149236X,2021-17-05,482154,twentyseven new community COVID nineteen cases in Singapore 
410,S1548585Z,2021-17-05,450428,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
411,S2449465I,2021-17-05,215036,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
412,T9552714G,2021-17-05,298183,twentyseven new community COVID nineteen cases in Singapore 
413,F6699629T,2021-17-05,450748,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
414,F1046915P,2021-17-05,747467,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
415,F6956976P,2021-17-05,769154,twentyseven new community COVID nineteen cases in Singapore 
416,T9648016J,2021-17-05,802781,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
417,G5179916Q,2021-17-05,181253,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
418,F9128259M,2021-17-05,360719,twentyseven new community COVID nineteen cases in Singapore 
419,S3800081J,2021-17-05,388933,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
420,F8478107W,2021-17-05,420570,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
421,T7291335Z,2021-17-05,420652,twentyseven new community COVID nineteen cases in Singapore 
422,F9569978L,2021-17-05,844189,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
423,G2388548X,2021-17-05,608355,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
424,T0169039B,2021-17-05,546910,twentyseven new community COVID nineteen cases in Singapore 
425,S0433098F,2021-17-05,882220,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
426,F3908325Q,2021-17-05,825690,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
427,F0964349N,2021-17-05,455424,twentyseven new community COVID nineteen cases in Singapore 
428,F1896935K,2021-17-05,774474,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
429,G5394597Q,2021-17-05,647170,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
430,F0971468P,2021-17-05,339640,twentyseven new community COVID nineteen cases in Singapore 
431,F2393449M,2021-17-05,852291,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
432,F5044387Q,2021-17-05,944997,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
433,S0356414B,2021-17-05,536567,twentyseven new community COVID nineteen cases in Singapore 
434,T3800949J,2021-17-05,450320,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
435,T3615523F,2021-17-05,649942,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
436,F8986318W,2021-17-05,561727,twentyseven new community COVID nineteen cases in Singapore 
437,F5195114W,2021-17-05,459948,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
438,G4590126U,2021-17-05,277520,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
439,F3890136L,2021-17-05,436033,twentyseven new community COVID nineteen cases in Singapore 
440,F4133456T,2021-17-05,843680,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
441,F0209565M,2021-17-05,111115,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
442,F3304951W,2021-17-05,807184,twentyseven new community COVID nineteen cases in Singapore 
443,G2833316T,2021-17-05,557104,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
444,T6211678H,2021-17-05,949854,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
445,T6508258B,2021-17-05,447495,twentyseven new community COVID nineteen cases in Singapore 
446,T7791856B,2021-17-05,330975,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
447,G0568145L,2021-17-05,408254,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
448,S8674216J,2021-17-05,279157,twentyseven new community COVID nineteen cases in Singapore 
449,S0390013D,2021-17-05,225497,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
450,T4205889G,2021-17-05,302860,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
451,G3713473U,2021-17-05,535076,twentyseven new community COVID nineteen cases in Singapore 
452,F1961898Q,2021-17-05,667765,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
453,F2630918L,2021-17-05,933000,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
454,T4710584B,2021-17-05,905550,twentyseven new community COVID nineteen cases in Singapore 
455,S6624108D,2021-17-05,845570,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
456,G4275682U,2021-17-05,740734,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
457,F2652267Q,2021-17-05,509493,twentyseven new community COVID nineteen cases in Singapore 
458,F6917675P,2021-17-05,388587,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
459,T9525968A,2021-17-05,507911,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
460,S3265335I,2021-17-05,803666,twentyseven new community COVID nineteen cases in Singapore 
461,T9192434F,2021-17-05,779913,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
462,G3804029X,2021-17-05,946929,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
463,F1113931X,2021-17-05,251524,twentyseven new community COVID nineteen cases in Singapore 
464,G4684438L,2021-17-05,221306,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
465,S1583361J,2021-17-05,457634,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
466,F8976348R,2021-17-05,888910,twentyseven new community COVID nineteen cases in Singapore 
467,F1071487R,2021-17-05,519054,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
468,T7926616C,2021-17-05,637941,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
469,T5202527Z,2021-17-05,108255,twentyseven new community COVID nineteen cases in Singapore 
470,T3739767E,2021-17-05,901165,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
471,G8044108N,2021-17-05,743387,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
472,F3316054L,2021-17-05,440681,twentyseven new community COVID nineteen cases in Singapore 
473,G6405968N,2021-17-05,296435,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
474,T3107067D,2021-17-05,991253,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
475,G8970055N,2021-17-05,204346,twentyseven new community COVID nineteen cases in Singapore 
476,F1649274N,2021-17-05,464761,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
477,S5716687H,2021-17-05,669743,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
478,G2874606M,2021-17-05,617044,twentyseven new community COVID nineteen cases in Singapore 
479,G9452305U,2021-17-05,552208,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
480,T6329975D,2021-17-05,847180,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
481,F4653238N,2021-17-05,325837,twentyseven new community COVID nineteen cases in Singapore 
482,S1906180I,2021-17-05,949320,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
483,S6553370G,2021-17-05,188829,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
484,T7478811J,2021-17-05,280254,twentyseven new community COVID nineteen cases in Singapore 
485,T3071494B,2021-17-05,158446,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
486,S5566962G,2021-17-05,934617,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
487,G3373332T,2021-17-05,911546,twentyseven new community COVID nineteen cases in Singapore 
488,F9622719K,2021-17-05,886976,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
489,T0261074J,2021-17-05,149272,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
490,G3443256U,2021-17-05,919565,twentyseven new community COVID nineteen cases in Singapore 
491,G7186083W,2021-17-05,732853,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
492,T9528649B,2021-17-05,740143,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
493,T1086942G,2021-17-05,790265,twentyseven new community COVID nineteen cases in Singapore 
494,G9083682Q,2021-17-05,948397,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
495,S8876628H,2021-17-05,989412,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
496,F0686867M,2021-17-05,738426,twentyseven new community COVID nineteen cases in Singapore 
497,F0117815Q,2021-17-05,396937,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
498,T8095868J,2021-17-05,395373,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
499,G8416161L,2021-17-05,822771,twentyseven new community COVID nineteen cases in Singapore 
500,F0108500W,2021-17-05,421653,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
501,G2599096Q,2021-17-05,201634,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
502,S4375155G,2021-17-05,701810,twentyseven new community COVID nineteen cases in Singapore 
503,S8054357C,2021-17-05,260702,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
504,T4793129G,2021-17-05,276282,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
505,T5390875B,2021-17-05,222470,twentyseven new community COVID nineteen cases in Singapore 
506,T0115353B,2021-17-05,371330,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
507,G0434900N,2021-17-05,620676,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
508,S7892041F,2021-17-05,490748,twentyseven new community COVID nineteen cases in Singapore 
509,G8955212K,2021-17-05,271536,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
510,T1154443B,2021-17-05,757467,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
511,F1120517T,2021-17-05,409165,twentyseven new community COVID nineteen cases in Singapore 
512,S4317371E,2021-17-05,293841,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
513,T9063764E,2021-17-05,224626,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
514,G6729663Q,2021-17-05,712757,twentyseven new community COVID nineteen cases in Singapore 
515,G8552546N,2021-17-05,683601,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
516,S1345244Z,2021-17-05,959395,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
517,S0896926D,2021-17-05,658836,twentyseven new community COVID nineteen cases in Singapore 
518,T5564966E,2021-17-05,325746,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
519,F8927955X,2021-17-05,499721,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
520,G3628338L,2021-17-05,891208,twentyseven new community COVID nineteen cases in Singapore 
521,S3083306F,2021-17-05,968423,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
522,T4004654I,2021-17-05,487209,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
523,T5413193Z,2021-17-05,101351,twentyseven new community COVID nineteen cases in Singapore 
524,F4738845R,2021-17-05,777158,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
525,T8947336A,2021-17-05,318990,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
526,G5429221Q,2021-17-05,702810,twentyseven new community COVID nineteen cases in Singapore 
527,F2547451K,2021-17-05,611843,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
528,G8331825U,2021-17-05,822194,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
529,G0132723U,2021-17-05,414292,twentyseven new community COVID nineteen cases in Singapore 
530,F9768524W,2021-17-05,186907,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
531,S9213095I,2021-17-05,286567,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
532,S0409890J,2021-17-05,448982,twentyseven new community COVID nineteen cases in Singapore 
533,S0335916F,2021-17-05,128830,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
534,G8502410N,2021-17-05,425370,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
535,T2018224A,2021-17-05,735224,twentyseven new community COVID nineteen cases in Singapore 
536,T8946894E,2021-17-05,298360,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
537,F0364826P,2021-17-05,630683,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
538,S1180420I,2021-17-05,802499,twentyseven new community COVID nineteen cases in Singapore 
539,G6619100T,2021-17-05,172681,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
540,S4420637D,2021-17-05,535661,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
541,G3923759N,2021-17-05,456826,twentyseven new community COVID nineteen cases in Singapore 
542,F3352768M,2021-17-05,210630,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
543,G2254561U,2021-17-05,241746,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
544,F9829205P,2021-17-05,988171,twentyseven new community COVID nineteen cases in Singapore 
545,S7324186C,2021-17-05,176827,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
546,S7880394J,2021-17-05,856299,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
547,S3294959B,2021-17-05,331618,twentyseven new community COVID nineteen cases in Singapore 
548,F7356014N,2021-17-05,911439,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
549,T0048250H,2021-17-05,727423,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
550,S3752868D,2021-17-05,835308,twentyseven new community COVID nineteen cases in Singapore 
551,S6524191I,2021-17-05,654044,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
552,S6810480G,2021-17-05,567400,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
553,T4216673H,2021-17-05,262489,twentyseven new community COVID nineteen cases in Singapore 
554,T2589344H,2021-17-05,141653,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
555,G5046085T,2021-17-05,975880,"Speed at which Changi Airport Covid nineteen cluster grew is worrying, says expert"
556,F0206290U,2021-17-05,435390,twentyseven new community COVID nineteen cases in Singapore 
557,T1432664I,2021-17-05,763344,Malaysia ICUs at eighty percent capacity some hospitals full as Covid nineteen patients on the rise
